X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,agency_id,location_type,parent_station,wheelchair_boarding,Route,Route_Dir,Shelter,Bench,Schedule,Light,PK_MD_WE,jurisdiction_id,relative_position,cardinal_direction,primary_street,address_range,cross_location,Realtime
-89.3807492620167,43.0521343540305,28294,153,0153,E Olin & Quann (EB),This stop (#0153) is eastbound on the 199 block of Olin Ave (E) farside Quann Pkwy,43.052132,-89.38075,MMT,0,,1,13,13 South Transfer,0,0,0,0,111,TMAD,1,90,E Olin,199,Quann,0
-89.404193231849,43.0628733339674,28295,158,0158,S Mills & Vilas (SB),This stop (#0158) is southbound on the 400 block of Mills St (S) farside Vilas Ave,43.062871,-89.404194,MMT,0,,1,"4, 44","4 South Transfer, 44 South Transfer",0,0,0,0,111,CMAD,1,180,S Mills,400,Vilas,0
-89.4094122016941,43.0734833325761,28296,160,0160,University & N Randall (WB),This stop (#0160) is westbound on the 1400 block of University Ave farside Randall Ave (N),43.073481,-89.409413,MMT,0,,1,"2, 8, 12, 15, 28, 48, 70, 72","2 West Transfer, 8 Spring Harbor, 12 West Transfer, 15 High Point, 28 West Transfer, 48 U.W. Campus, 70 Middleton, 72 Middleton",1,0,1,0,111,CMAD,1,270,University,1400,N Randall,0
-89.3870702127172,43.0701483567923,28297,161,0161,S Broom & W Doty (NB),This stop (#0161) is northbound on the 199 block of Broom St (S) farside Doty St (W),43.070146,-89.387071,MMT,0,,1,"11, 12, 38, 81","11 West Transfer, 12 West Transfer, 38 University Row, 81 U.W. Campus",1,1,1,0,111,CMAD,1,0,S Broom,199,W Doty,0
-89.4009962251418,43.0650933388743,28298,162,0162,S Park & Meriter (SB),This stop (#0162) is southbound on the 100 block of Park St (S) adjacent Meriter Hospital,43.065091,-89.400997,MMT,0,,1,"13, 48","13 South Transfer, 48 South Transfer",0,0,0,0,111,CMAD,2,180,S Park,100,Meriter,0
-89.375545278795,43.0458563562628,28299,166,0166,Rimrock & John Nolen (WB),This stop (#0166) is westbound on the 2000 block of Rimrock Rd farside John Nolen Dr,43.045854,-89.375546,MMT,0,,1,"11, 13","11 Dutch Mill, 13 South Transfer",0,0,1,0,111,TMAD,1,270,Rimrock,2000,John Nolen,0
-89.4038972256441,43.0651833356218,28300,167,0167,S Mills & Mound (NB),This stop (#0167) is northbound on the 201 block of Mills St (S) nearside Mound St,43.065181,-89.403898,MMT,0,,1,"4, 44","4 North Transfer, 44 U.W. Campus",1,0,1,0,111,CMAD,3,0,S Mills,201,Mound,0
-89.404113291701,43.0416473250501,28301,170,0170,Fish Hatchery & Catalpa (SB),This stop (#0170) is southbound on the 2198 block of Fish Hatchery Rd nearside Catalpa Rd,43.041645,-89.404114,MMT,0,,1,4,4 South Transfer,0,0,0,0,111,CMAD,3,180,Fish Hatchery,2198,Catalpa,0
-89.3917492867691,43.0429253382511,28302,171,0171,Fisher & Dane (NB),This stop (#0171) is northbound on the 2101 block of Fisher St nearside Dane St,43.042923,-89.39175,MMT,0,,1,13,13 U.W. Campus,1,0,1,0,111,CMAD,3,0,Fisher,2101,Dane,0
-89.3979453000027,43.0384323302753,28303,173,0173,W Badger & Cypress (EB),This stop (#0173) is eastbound on the 901 block of Badger Rd (W) nearside Cypress Way,43.03843,-89.397946,MMT,0,,1,"4, 18, 40","4 South Transfer, 18 South Transfer, 40 Grandview Loop, 40 Todd Loop",0,0,0,0,111,TMAD,3,90,W Badger,901,Cypress,0
-89.3987152490016,43.056453337613,28304,174,0174,S Park & Fish Hatchery (SB),This stop (#0174) is southbound on the 1000 block of Park St (S) farside Fish Hatchery Rd,43.056451,-89.398716,MMT,0,,1,"5, 13, 44","5 South Transfer, 13 South Transfer, 44 South Transfer",0,0,1,0,111,CMAD,1,180,S Park,1000,Fish Hatchery,0
-89.4070552011128,43.0734293356598,28305,178,0178,University & N Orchard (WB),This stop (#0178) is westbound on the 1300 block of University Ave farside Orchard St (N),43.073427,-89.407056,MMT,0,,1,"2, 7, 8, 12, 15, 28, 48, 70, 72","2 West Transfer, 7 West Transfer, 8 Spring Harbor, 12 West Transfer, 15 High Point, 28 West Transfer, 48 U.W. Campus, 70 Middleton, 72 Middleton",1,0,1,0,111,CMAD,1,270,University,1300,N Orchard,0
-89.4010802088653,43.0711003409022,28306,180,0180,N Park & W Dayton (SB),This stop (#0180) is southbound on the 200 block of Park St (N) nearside Dayton St (W),43.071098,-89.401081,MMT,0,,1,"6, 13, 48","6 West Transfer, 13 South Transfer, 48 South Transfer",0,0,0,0,111,CMAD,3,180,N Park,200,W Dayton,0
-89.394805261987,43.0522543394748,28307,181,0181,S Park & Cedar (NB),This stop (#0181) is northbound on the 1399 block of Park St (S) farside Cedar St,43.052252,-89.394806,MMT,0,,1,"5, 48","5 East Transfer, 48 U.W. Campus",1,0,1,0,111,CMAD,1,0,S Park,1399,Cedar,0
-89.4104121959013,43.0752563315677,28308,184,0184,Linden & Henry (WB),This stop (#0184) is westbound on the 1498 block of Linden Dr nearside Henry Mall,43.075254,-89.410413,MMT,0,,1,"11, 38, 44, 80","11 West Transfer, 38 University Row, 44 U.W. Campus, 80 U.W. Campus",1,0,1,0,111,UWIS,3,270,Linden,1498,Henry,0
-89.3919662562123,43.054089343956,28309,192,0192,W Olin & Hickory (WB),This stop (#0192) is westbound on the 598 block of Olin Ave (W) nearside Hickory St,43.054087,-89.391967,MMT,0,,1,"13, 44","13 U.W. Campus, 44 U.W. Campus",1,0,1,0,111,CMAD,3,270,W Olin,598,Hickory,0
-89.3938072758392,43.0470523378392,28310,195,0195,S Park & Park House (NB),This stop (#0195) is northbound on the 1801 block of Park St (S) adjacent Park House,43.04705,-89.393808,MMT,0,,1,"5, 44","5 East Transfer, 44 U.W. Campus",0,0,0,0,111,CMAD,2,0,S Park,1801,Park House,0
-89.4042052189231,43.0674483356427,28311,196,0196,S Mills & Regent (SB),This stop (#0196) is southbound on the 2 block of Mills St (S) farside Regent St,43.067446,-89.404206,MMT,0,,1,"4, 44","4 South Transfer, 44 South Transfer",0,0,0,0,111,CMAD,1,180,S Mills,2,Regent,0
-89.3769782849596,43.0432163537761,28312,203,0203,Rimrock & E Rusk (NB),This stop (#0203) is northbound on the 2199 block of Rimrock Rd farside Rusk Ave (E),43.043214,-89.376979,MMT,0,,1,"11, 13","11 West Transfer, 13 U.W. Campus",1,0,1,0,111,TMAD,1,0,Rimrock,2199,E Rusk,0
-89.4071302176865,43.0678513327789,28313,208,0208,Regent & N Orchard (WB),This stop (#0208) is westbound on the 1298 block of Regent St nearside Orchard St (N),43.067849,-89.407131,MMT,0,,1,6,6 West Transfer,0,0,0,0,111,CMAD,3,270,Regent,1298,N Orchard,0
-89.4005272298297,43.0636703386209,28314,217,0217,S Park & W Washington (NB),This stop (#0217) is northbound on the 399 block of Park St (S) farside W Washington Ave,43.063668,-89.400528,MMT,0,,1,13,13 U.W. Campus,0,0,1,0,111,CMAD,1,0,S Park,399,W Washington,0
-89.3919452796115,43.0454763393081,28315,222,0222,Fisher & Bram (SB),This stop (#0222) is southbound on the 1900 block of Fisher St farside Bram St,43.045474,-89.391946,MMT,0,,1,13,13 South Transfer,0,0,0,0,111,CMAD,1,180,Fisher,1900,Bram,0
-89.3961202234675,43.066068344745,28316,225,0225,W Washington & Park View (EB),This stop (#0225) is eastbound on the 749 block of W Washington Ave adjacent Park View,43.066066,-89.396121,MMT,0,,1,5,5 East Transfer,0,0,0,0,111,CMAD,2,90,W Washington,749,Park View,0
-89.396588218694,43.0676173444127,28317,226,0226,Regent & W Washington (WB),This stop (#0226) is westbound on the 601 block of Regent St farside W Washington Ave,43.067615,-89.396589,MMT,0,,1,None,None,0,0,0,0,000,CMAD,1,270,Regent,601,W Washington,0
-89.4038822027344,43.0734293389489,28318,234,0234,University & N Mills (WB),This stop (#0234) is westbound on the 1098 block of University Ave nearside Mills St (N),43.073427,-89.403883,MMT,0,,1,"2, 7, 8, 11, 12, 15, 28, 38, 48, 70, 72","2 West Transfer, 7 West Transfer, 8 Spring Harbor, 11 West Transfer, 12 West Transfer, 15 High Point, 28 West Transfer, 38 University Row, 48 U.W. Campus, 70 Middleton, 72 Middleton",0,0,1,0,111,CMAD,3,270,University,1098,N Mills,0
-89.4138822186578,43.0669213249307,28319,241,0241,Monroe & S Breese (EB),This stop (#0241) is eastbound on the 1615 block of Monroe St opposite Breese Ter (S),43.066919,-89.413883,MMT,0,,1,7,7 East Transfer,0,0,1,0,111,CMAD,4,90,Monroe,1615,S Breese,0
-89.3746802750026,43.0472443583164,28320,243,0243,John Nolen & Rimrock (NB),This stop (#0243) is northbound on the 698 block of John Nolen Dr farside Rimrock Rd,43.047242,-89.374681,MMT,0,,1,"11, 12, 13","11 West Transfer, 12 West Transfer, 13 U.W. Campus",1,0,1,0,111,CMAD,1,0,John Nolen,698,Rimrock,0
-89.4088692054056,43.0720953329981,28321,245,0245,N Randall & Engineering (NB),This stop (#0245) is northbound on the 299 block of Randall Ave (N) nearside Engineering Dr,43.072093,-89.40887,MMT,0,,1,7,7 East Transfer,0,0,0,0,111,CMAD,3,0,N Randall,299,Engineering,0
-89.3824522085329,43.0718933629837,28322,248,0248,W Wilson & S Carroll (WB),This stop (#0248) is westbound on the 98 block of Wilson St (W) nearside Carroll St (S),43.071891,-89.382453,MMT,0,,1,"12, 38","12 Dutch Mill, 12 West Transfer, 38 University Row",0,0,0,0,110,CMAD,3,270,W Wilson,98,S Carroll,0
